City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
481,Los Llanos De Aridane,ES,60.8,scattered clouds,28.6585,-17.9182,Valle Aridane
486,Mitsamiouli,KM,82.44,moderate rain,-11.3847,43.2844,Foyer ADM
488,Tartagal,AR,73.27,broken clouds,-22.5164,-63.8013,Almuñecar Hotel
489,Cap Malheureux,MU,79.0,clear sky,-19.9842,57.6142,Pereybere Hotel & Spa
493,Sinnamary,GF,78.03,overcast clouds,5.3833,-52.95,ALETHEIA Appartement Sinnamary
499,Inirida,CO,75.43,overcast clouds,3.8653,-67.9239,Fuente del Guania Hotel de Lujo
504,Camana,PE,72.93,overcast clouds,-16.6228,-72.7111,Hostal Morales
505,Cairns,AU,91.99,broken clouds,-16.9167,145.7667,Mantra Trilogy Cairns
509,Dawei,MM,74.95,clear sky,14.0833,98.2,Hotel Dawei
510,Sur,OM,63.18,clear sky,22.5667,59.5289,Sur Plaza Hotel
511,Benjamin Constant,BR,77.0,broken clouds,-4.3831,-70.0311,CASA AVALIADA
516,Witu,KE,78.8,clear sky,-2.3889,40.4382,New City Guest House
518,Honiara,SB,86.63,very heavy rain,-9.4333,159.95,Heritage Park Hotel
519,Jutiapa,GT,68.5,clear sky,14.2833,-89.9,Hotel Ordoñez
522,Mogadishu,SO,77.25,clear sky,2.0371,45.3438,Hotel Juba
523,Ambovombe,MG,75.96,clear sky,-25.1667,46.0833,RELAHARA
524,Lang Son,VN,66.54,overcast clouds,21.8333,106.7333,Khai Nga Hotel
527,Alto Araguaia,BR,68.7,clear sky,-17.3147,-53.2153,Araguaia Palace Hotel
528,Bryan,US,57.2,clear sky,30.6744,-96.37,Best Western Premier Bryan College Station
532,Lazaro Cardenas,MX,75.31,clear sky,17.9583,-102.2,Collection O Hotel Quinta Antigua
536,Sao Felix Do Xingu,BR,73.13,overcast clouds,-6.6447,-51.995,Rio Xingu Camping
537,Abu Kamal,SY,55.2,clear sky,34.4506,40.9171,محطة التلفاز
541,Marawi,PH,77.0,overcast clouds,7.9986,124.2928,Derogongan Residence
544,Lambarene,GA,75.13,overcast clouds,-0.7001,10.2406,Le Refuge
545,Sawakin,SD,70.66,few clouds,19.1059,37.3321,فندق الدويم
546,Kintampo,GH,79.54,clear sky,8.0563,-1.7306,Adomaa Memorial Hotel
547,Gambela,ET,73.71,clear sky,8.25,34.5833,Solomon Debebe Hotel
552,Srandakan,ID,80.73,broken clouds,-7.9386,110.2506,Puri Brata
554,Boffa,GN,72.36,clear sky,10.1667,-14.0333,Hôtel Niara Belly
559,Tomatlan,MX,69.6,few clouds,19.9333,-105.25,Norma franco
561,Trindade,BR,71.6,broken clouds,-16.6494,-49.4889,Pousada Central
562,Bilma,NE,65.43,overcast clouds,18.6853,12.9164,Expeditions Ténére voyages
564,Puerto Boyaca,CO,79.03,broken clouds,5.9758,-74.5885,hotel juanes
567,Urupes,BR,77.0,clear sky,-21.2017,-49.29,Romera
569,Praia Da Vitoria,PT,55.99,few clouds,38.7333,-27.0667,Hotel Branco I
572,Takaka,NZ,71.01,overcast clouds,-40.85,172.8,Golden Bay Motels
574,Aquiraz,BR,82.4,few clouds,-3.9014,-38.3911,Pousada Rua Camurupim
576,Bontang,ID,80.76,overcast clouds,0.1333,117.5,KOPKAR Hotel Bintang Sintuk
577,Guhagar,IN,72.23,overcast clouds,17.4842,73.1929,Hotel Seawinds
580,Tiruchchendur,IN,73.4,mist,8.4833,78.1167,Hotel Udhayam International
581,Ifakara,TZ,72.48,light rain,-8.1333,36.6833,Tanzanian Training Centre for International Health
583,Colares,PT,55.99,broken clouds,38.7992,-9.4469,Arribas Sintra Hotel
586,Giyani,ZA,73.15,overcast clouds,-23.3025,30.7187,Kulani Country Lodge
589,Coachella,US,73.0,clear sky,33.6803,-116.1739,Fantasy Springs Resort Casino
590,Hokitika,NZ,66.31,overcast clouds,-42.7167,170.9667,Beachfront Hotel Hokitika
591,Zabid,YE,72.23,overcast clouds,14.1951,43.3152,دار الضيافة
593,Newcastle,AU,75.99,broken clouds,-32.9272,151.7765,NOAH'S on the beach
600,Bonthe,SL,78.73,broken clouds,7.5264,-12.505,Bonthe Holiday Village
602,Camargo,MX,65.97,few clouds,27.6667,-105.1667,Hotel Santa Fe
604,Sampit,ID,79.75,overcast clouds,-2.5333,112.95,Aquarius Boutique Hotel Sampit
605,Laguna De Perlas,NI,76.75,clear sky,12.3429,-83.6712,Hotel Best View
606,Fare,PF,81.97,clear sky,-16.7,-151.0167,Maitai Lapita Village Huahine
608,Kang,BW,65.32,broken clouds,-23.6752,22.7876,Kang Ultra Stop
610,Launceston,AU,62.6,overcast clouds,-41.45,147.1667,Hotel Grand Chancellor Launceston
