City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
347,Richards Bay,ZA,-28.783,32.0377,73.71,94,33,6.69,scattered clouds
348,Hastings,GB,50.8552,0.5729,30.0,83,99,7.0,snow
349,Pochutla,MX,15.7432,-96.4661,80.01,78,40,11.5,scattered clouds
350,Tommot,RU,58.9564,126.2925,-19.48,81,0,1.54,clear sky
351,Paita,PE,-5.0892,-81.1144,75.74,75,60,15.37,broken clouds
352,Goderich,CA,43.7501,-81.7165,12.2,62,100,12.66,overcast clouds
353,Shieli,KZ,44.1667,66.75,37.76,85,7,9.15,light rain
354,Manavalakurichi,IN,8.1333,77.3,78.8,69,20,10.96,mist
355,La Asuncion,VE,11.0333,-63.8628,76.08,87,43,15.75,scattered clouds
356,Flin Flon,CA,54.7682,-101.865,-27.4,62,1,6.91,clear sky
357,Helmsdale,GB,58.1168,-3.6517,33.8,74,75,8.05,broken clouds
358,Ixtapa,MX,20.7,-105.2,71.6,78,20,6.91,few clouds
359,Sorland,NO,67.667,12.6934,34.21,85,93,8.08,overcast clouds
360,Havre-Saint-Pierre,CA,50.2334,-63.5986,12.2,85,75,2.3,broken clouds
361,Makhinjauri,GE,41.6739,41.694,48.2,87,0,2.3,clear sky
362,Omboue,GA,-1.5746,9.2618,78.85,85,100,3.22,overcast clouds
363,Viru,PE,-8.4167,-78.75,75.18,62,100,4.76,overcast clouds
364,Geraldton,AU,-28.7667,114.6,73.4,68,75,14.97,broken clouds
365,Laguna,US,38.421,-121.4238,62.6,39,1,3.44,clear sky
366,Saint George,US,37.1041,-113.5841,60.8,14,1,8.05,clear sky
367,Narsaq,GL,60.9167,-46.05,37.4,30,82,43.73,broken clouds
368,Maragogi,BR,-9.0122,-35.2225,77.99,81,100,8.55,overcast clouds
369,Lata,PT,40.1629,-8.3327,55.0,91,96,8.01,light rain
370,Coruripe,BR,-10.1256,-36.1756,78.3,80,100,12.48,overcast clouds
371,Santa Maria Del Oro,MX,25.9333,-105.3667,65.8,23,100,7.72,overcast clouds
372,La Garriga,ES,41.6833,2.2833,48.0,79,100,4.0,overcast clouds
373,Neuquen,AR,-38.9516,-68.0591,68.0,49,75,13.8,broken clouds
374,Road Town,VG,18.4167,-64.6167,78.01,78,20,5.75,few clouds
375,Kathu,TH,7.9178,98.3332,84.0,83,20,6.91,few clouds
376,Sobolevo,RU,54.4299,31.8996,-3.28,93,0,3.71,clear sky
377,Guararapes,BR,-21.2608,-50.6428,78.8,50,0,11.5,clear sky
378,Sesheke,ZM,-17.4759,24.2968,68.09,96,100,5.39,overcast clouds
379,Beyneu,KZ,45.3167,55.2,23.4,86,100,14.34,overcast clouds
380,Itarema,BR,-2.9248,-39.9167,79.7,81,1,12.64,clear sky
381,Beipiao,CN,41.7919,120.7792,15.06,75,0,4.81,clear sky
382,Flinders,AU,-34.5833,150.8552,73.0,69,95,5.01,overcast clouds
383,Dalvik,IS,65.9702,-18.5286,30.2,80,75,7.4,broken clouds
384,Waipawa,NZ,-41.4122,175.5153,70.0,68,90,21.85,overcast clouds
385,Zunyi,CN,27.6867,106.9072,50.31,82,100,0.92,light rain
386,Baton Rouge,US,30.4508,-91.1545,51.8,66,1,4.61,clear sky
387,Malakal,SS,9.5334,31.6605,67.69,23,2,7.4,clear sky
388,Luba,GQ,3.4568,8.5547,77.0,83,20,2.3,few clouds
389,Kamenka,RU,51.3223,42.7678,-8.23,91,52,8.84,broken clouds
390,Cabedelo,BR,-6.9811,-34.8339,80.6,83,0,6.91,clear sky
391,Mrakovo,RU,52.7161,56.6244,-9.69,88,100,11.34,overcast clouds
392,Cordoba,AR,-31.4135,-64.1811,80.01,88,0,5.75,clear sky
393,Evensk,RU,61.95,159.2333,13.28,93,100,43.33,light snow
394,Marsa Matruh,EG,31.3525,27.2453,55.4,82,0,9.22,clear sky
395,Mehamn,NO,71.0357,27.8492,23.27,93,100,21.52,light snow
396,San Quintin,MX,30.4833,-115.95,61.54,66,0,8.75,clear sky
397,Makueni,KE,-1.8041,37.6203,66.33,86,100,1.83,overcast clouds
398,Makakilo City,US,21.3469,-158.0858,78.8,44,1,6.91,clear sky
399,Carros,FR,43.7894,7.184,48.2,53,0,11.5,clear sky
400,Antofagasta,CL,-23.65,-70.4,66.2,77,0,8.05,clear sky
401,Grand Gaube,MU,-20.0064,57.6608,79.0,82,1,1.99,clear sky
402,Rincon,US,32.296,-81.2354,42.8,81,1,5.93,clear sky
403,Souillac,MU,-20.5167,57.5167,78.8,83,40,5.75,light rain
404,Paidha,UG,2.4167,30.9855,63.84,31,100,4.92,overcast clouds
405,Marrakesh,MA,31.6315,-8.0083,48.2,93,20,8.05,few clouds
406,Xingyi,CN,24.1877,102.817,47.8,94,100,2.21,overcast clouds
407,Buala,SB,-8.145,159.5921,85.03,75,97,9.22,moderate rain
408,Namibe,AO,-15.1961,12.1522,72.03,79,67,4.74,broken clouds
409,Uniara,IN,26.15,75.2167,50.79,48,0,3.36,clear sky
410,Hohhot,CN,40.8106,111.6522,15.8,53,0,4.47,clear sky
411,Ratnagiri,IN,16.9833,73.3,73.89,39,100,10.11,overcast clouds
412,Sambava,MG,-14.2667,50.1667,75.72,89,74,5.14,broken clouds
413,Lingao,CN,19.9103,109.6859,68.05,91,100,8.57,overcast clouds
414,Kushmurun,KZ,52.4503,64.6311,1.02,92,99,9.04,overcast clouds
415,Nuuk,GL,64.1835,-51.7216,30.2,40,20,4.61,few clouds
416,Batemans Bay,AU,-35.7167,150.1833,68.0,68,19,4.0,few clouds
417,Gat,IL,31.61,34.7642,54.0,84,2,2.98,clear sky
418,Svetlyy,RU,54.675,20.1347,5.0,85,0,8.95,clear sky
419,Phan Thiet,VN,10.9333,108.1,77.74,68,45,6.17,scattered clouds
420,Kawalu,ID,-7.3817,108.2082,77.54,79,93,4.59,overcast clouds
421,Salalah,OM,17.0151,54.0924,69.8,73,20,5.75,few clouds
422,Abaza,RU,52.655,90.0928,21.56,90,59,4.72,broken clouds
423,Roswell,US,34.0232,-84.3616,42.01,75,1,5.75,clear sky
424,Turayf,SA,31.6725,38.6637,41.0,100,0,6.91,clear sky
425,Mandera,KE,3.9366,41.867,76.35,59,81,12.73,broken clouds
426,Emba,KZ,48.8264,58.1442,-5.13,90,30,12.53,scattered clouds
427,Khudumelapye,BW,-23.8833,24.75,62.64,96,99,5.23,overcast clouds
428,Kungurtug,RU,50.5994,97.5228,4.8,84,100,2.06,overcast clouds
429,Opuwo,NA,-18.0607,13.84,67.42,33,42,4.68,scattered clouds
430,Ngunguru,NZ,-35.6167,174.5,68.81,66,38,12.21,scattered clouds
431,Encruzilhada,BR,-15.5314,-40.9094,68.67,90,99,1.9,moderate rain
432,Pobe,BJ,6.9801,2.6649,77.09,90,38,2.86,scattered clouds
433,Hvide Sande,DK,56.0045,8.1294,27.0,74,100,8.01,overcast clouds
434,Mahibadhoo,MV,3.7833,72.9667,80.83,74,4,13.85,clear sky
435,Khorramshahr,IR,30.4397,48.1664,55.4,88,0,6.91,clear sky
436,Brae,GB,60.3964,-1.353,32.31,90,100,10.04,overcast clouds
437,Valdivia,CL,-39.8142,-73.2459,60.8,88,0,4.61,clear sky
438,Predivinsk,RU,57.0669,93.4378,19.42,94,89,5.06,overcast clouds
439,Asau,RO,46.4333,26.4,30.0,73,78,0.38,broken clouds
440,Nantucket,US,41.2835,-70.0995,33.8,100,90,27.63,snow
441,Lavrentiya,RU,65.5833,-171.0,-8.16,86,0,8.41,clear sky
442,Labuhan,ID,-6.8844,112.2051,79.59,84,95,9.89,overcast clouds
443,Chuy,UY,-33.6971,-53.4616,65.89,77,19,7.34,few clouds
444,Villa Carlos Paz,AR,-31.4241,-64.4978,79.0,73,0,7.0,clear sky
445,Mecca,SA,21.4267,39.8261,70.2,24,0,18.9,clear sky
446,Panzhihua,CN,26.5851,101.7128,48.99,60,100,2.26,overcast clouds
447,Vinces,EC,-1.55,-79.7333,82.4,78,75,3.44,heavy intensity rain
448,Hamilton,US,39.1834,-84.5333,19.4,42,90,5.75,overcast clouds
449,Winsum,NL,53.33,6.5208,24.01,86,90,20.71,light snow
450,Faanui,PF,-16.4833,-151.75,81.79,75,2,12.3,clear sky
451,Baymak,RU,52.5933,58.3225,-13.76,86,74,14.45,broken clouds
452,Kemin,KG,42.7846,75.6892,42.4,63,100,8.9,moderate rain
453,Ust-Tsilma,RU,65.441,52.1498,-16.19,86,100,10.42,overcast clouds
454,Micheweni,TZ,-4.9667,39.8333,81.27,78,100,9.35,overcast clouds
455,Tarancon,ES,40.0085,-3.0073,44.01,9,100,32.01,overcast clouds
456,Curup,ID,-3.4667,102.5333,72.91,77,85,3.06,overcast clouds
457,Carutapera,BR,-1.195,-46.02,77.14,91,2,6.91,light rain
458,Surgut,RU,61.25,73.4167,6.8,85,40,13.42,light snow
459,Karonga,MW,-9.9333,33.9333,73.45,87,100,5.97,light rain
460,Diffa,NE,13.3154,12.6113,64.8,26,7,9.4,clear sky
461,Mishkino,RU,55.3389,63.9175,-11.38,86,100,8.19,overcast clouds
462,Broome,US,42.2506,-75.833,16.0,57,1,16.11,clear sky
463,Paranaiba,BR,-19.6772,-51.1908,71.17,71,0,4.54,clear sky
464,Popondetta,PG,-8.7537,148.2534,82.26,80,100,4.61,overcast clouds
465,Sabha,LY,27.0377,14.4283,67.03,25,100,13.67,overcast clouds
466,Port Shepstone,ZA,-30.7414,30.455,74.43,85,100,7.56,overcast clouds
467,Catia La Mar,VE,10.6038,-67.0303,82.4,78,20,11.99,few clouds
468,Pemangkat,ID,1.1667,108.9667,78.12,87,97,5.21,overcast clouds
469,Weligama,LK,5.9667,80.4167,74.44,90,30,4.14,scattered clouds
470,Qeshm,IR,26.9581,56.2719,62.6,82,0,4.61,clear sky
471,Mega,ET,4.05,38.3,61.43,59,65,9.66,broken clouds
472,Maryville,US,35.7565,-83.9705,35.01,80,75,6.91,broken clouds
473,Mount Gambier,AU,-37.8333,140.7667,60.8,63,90,16.11,overcast clouds
474,Mayo,US,38.8876,-76.5119,35.6,48,1,13.8,clear sky
475,Vilhena,BR,-12.7406,-60.1458,69.82,97,97,2.86,overcast clouds
476,Baculin,PH,7.4525,126.5842,79.16,81,100,5.23,heavy intensity rain
477,Tinaquillo,VE,9.9186,-68.3047,74.17,75,72,5.57,broken clouds
478,Pandan,PH,14.0453,124.1694,79.92,81,100,17.52,overcast clouds
479,Rosarito,MX,32.3333,-117.0333,64.0,77,1,10.36,clear sky
480,Thabazimbi,ZA,-24.5917,27.4116,66.99,97,51,1.45,broken clouds
481,Los Llanos De Aridane,ES,28.6585,-17.9182,60.8,77,40,5.75,scattered clouds
482,Grindavik,IS,63.8424,-22.4338,33.8,69,0,13.8,clear sky
483,Talnakh,RU,69.4865,88.3972,-17.81,75,20,2.95,few clouds
484,Vilyuysk,RU,63.7553,121.6247,-20.07,86,99,9.6,overcast clouds
485,Bulgan,MN,48.8125,103.5347,10.81,82,0,4.43,clear sky
486,Mitsamiouli,KM,-11.3847,43.2844,82.44,79,100,13.13,moderate rain
487,Senneterre,CA,48.3835,-77.2328,3.2,78,1,3.44,clear sky
488,Tartagal,AR,-22.5164,-63.8013,73.27,54,66,1.16,broken clouds
489,Cap Malheureux,MU,-19.9842,57.6142,79.0,82,1,1.99,clear sky
490,Bay Roberts,CA,47.5999,-53.2648,30.0,72,28,3.0,scattered clouds
491,Carbonia,IT,39.1672,8.5222,51.8,76,75,6.91,broken clouds
492,Araouane,ML,18.9048,-3.5265,62.02,28,8,11.97,clear sky
493,Sinnamary,GF,5.3833,-52.95,78.03,84,100,14.25,overcast clouds
494,Atherton,GB,53.5237,-2.4935,36.0,54,100,11.01,overcast clouds
495,Dillon,US,34.4166,-79.3712,37.99,100,1,3.69,clear sky
496,Bagan,RU,54.1001,77.6646,8.55,94,91,12.48,overcast clouds
497,Adre,TD,13.4667,22.2,57.38,32,87,11.41,overcast clouds
498,Oyama,JP,36.3,139.8,46.99,38,75,5.75,broken clouds
499,Inirida,CO,3.8653,-67.9239,75.43,92,100,0.81,overcast clouds
500,Zhangye,CN,38.9342,100.4517,28.02,70,1,3.4,clear sky
501,Sanchor,IN,24.7553,71.7722,53.76,50,0,3.27,clear sky
502,Nizhneudinsk,RU,54.9076,99.0276,23.47,92,9,4.47,clear sky
503,Deputatskiy,RU,69.3,139.9,-25.73,84,18,1.68,few clouds
504,Camana,PE,-16.6228,-72.7111,72.93,78,100,3.8,overcast clouds
505,Cairns,AU,-16.9167,145.7667,91.99,79,78,6.91,broken clouds
506,Lasa,IT,46.6166,10.7002,39.0,86,90,9.22,light snow
507,Bereda,ES,43.2686,-7.5406,48.99,100,81,5.01,light rain
508,Yurginskoye,RU,56.8189,67.3921,-7.06,90,41,7.94,scattered clouds
509,Dawei,MM,14.0833,98.2,74.95,60,8,2.35,clear sky
510,Sur,OM,22.5667,59.5289,63.18,72,0,3.67,clear sky
511,Benjamin Constant,BR,-4.3831,-70.0311,77.0,100,75,4.61,broken clouds
512,Muskegon,US,43.3,-86.1334,12.0,61,90,6.91,light snow
513,Ketchikan,US,55.3422,-131.6461,32.0,64,1,5.75,clear sky
514,Usinsk,RU,65.9939,57.5281,-15.45,88,100,17.07,light snow
515,Okha,RU,53.5739,142.9478,19.74,97,100,21.68,snow
516,Witu,KE,-2.3889,40.4382,78.8,83,1,3.44,clear sky
517,Sunel,IN,24.3667,75.9667,53.94,41,0,2.26,clear sky
518,Honiara,SB,-9.4333,159.95,86.63,67,0,9.26,very heavy rain
519,Jutiapa,GT,14.2833,-89.9,68.5,62,0,3.04,clear sky
520,Cortez,US,37.3489,-108.5859,41.0,28,1,5.75,clear sky
521,Khasan,RU,42.4308,130.6434,9.81,86,0,23.78,clear sky
522,Mogadishu,SO,2.0371,45.3438,77.25,80,0,22.62,clear sky
523,Ambovombe,MG,-25.1667,46.0833,75.96,93,0,3.29,clear sky
524,Lang Son,VN,21.8333,106.7333,66.54,78,100,1.99,overcast clouds
525,Strezhevoy,RU,60.7333,77.5889,10.4,85,75,11.18,light snow
526,Vila,PT,42.0304,-8.1588,45.0,94,83,17.0,light rain
527,Alto Araguaia,BR,-17.3147,-53.2153,68.7,85,0,3.76,clear sky
528,Bryan,US,30.6744,-96.37,57.2,54,1,5.75,clear sky
529,Portland,US,45.5234,-122.6762,46.4,61,90,8.05,overcast clouds
530,New Kensington,US,40.5698,-79.7648,18.0,62,29,3.0,scattered clouds
531,Ternovka,RU,51.678,41.6375,-5.64,91,74,8.75,broken clouds
532,Lazaro Cardenas,MX,17.9583,-102.2,75.31,75,0,4.56,clear sky
533,Clonakilty,IE,51.6231,-8.8706,37.99,69,90,20.71,overcast clouds
534,Pervomayskoye,RU,43.919,46.7102,29.1,97,100,1.23,overcast clouds
535,Shache,CN,38.4167,77.2406,26.74,84,79,0.96,broken clouds
536,Sao Felix Do Xingu,BR,-6.6447,-51.995,73.13,95,93,2.62,overcast clouds
537,Abu Kamal,SY,34.4506,40.9171,55.2,64,0,6.29,clear sky
538,Nagato,JP,34.3833,131.2,50.0,37,20,12.66,few clouds
539,Albox,ES,37.3886,-2.1495,50.0,65,100,25.99,overcast clouds
540,Clyde River,CA,70.4692,-68.5914,-5.8,84,40,11.5,light snow
541,Marawi,PH,7.9986,124.2928,77.0,92,100,4.0,overcast clouds
542,Mortka,RU,59.3322,66.0214,-1.62,91,100,10.42,overcast clouds
543,Cedar City,US,37.6775,-113.0619,50.0,12,1,10.36,clear sky
544,Lambarene,GA,-0.7001,10.2406,75.13,92,100,1.23,overcast clouds
545,Sawakin,SD,19.1059,37.3321,70.66,63,18,12.71,few clouds
546,Kintampo,GH,8.0563,-1.7306,79.54,54,1,3.09,clear sky
547,Gambela,ET,8.25,34.5833,73.71,27,6,2.89,clear sky
548,North Myrtle Beach,US,33.816,-78.68,43.0,93,1,10.36,clear sky
549,Olafsvik,IS,64.8945,-23.7142,35.73,80,62,15.82,broken clouds
550,Taonan,CN,45.3333,122.7833,3.47,82,0,4.52,clear sky
551,Carballo,ES,43.213,-8.691,48.0,93,28,1.99,scattered clouds
552,Srandakan,ID,-7.9386,110.2506,80.73,79,72,5.46,broken clouds
553,Khuzhir,RU,53.1939,107.3397,10.72,90,24,1.57,few clouds
554,Boffa,GN,10.1667,-14.0333,72.36,90,0,1.97,clear sky
555,Beatrice,US,40.2681,-96.747,3.2,85,90,9.22,light snow
556,Wilmington,US,34.2257,-77.9447,42.8,75,1,6.85,clear sky
557,San Borja,BO,-14.8167,-66.85,76.77,83,1,2.44,clear sky
558,Krasnyy,RU,54.5678,31.4333,-3.05,93,10,3.62,clear sky
559,Tomatlan,MX,19.9333,-105.25,69.6,84,11,3.09,few clouds
560,Juegang,CN,32.3174,121.1855,42.01,67,85,3.0,overcast clouds
561,Trindade,BR,-16.6494,-49.4889,71.6,88,75,3.44,broken clouds
562,Bilma,NE,18.6853,12.9164,65.43,23,100,7.96,overcast clouds
563,Gejiu,CN,23.306,103.1635,43.5,100,100,4.94,overcast clouds
564,Puerto Boyaca,CO,5.9758,-74.5885,79.03,81,56,1.86,broken clouds
565,Dukat,RU,62.55,155.55,5.52,87,100,15.79,overcast clouds
566,Ostrovnoy,RU,68.0531,39.5131,20.8,92,100,16.67,light snow
567,Urupes,BR,-21.2017,-49.29,77.0,50,0,8.05,clear sky
568,Selfoss,IS,63.9331,-20.9971,32.0,74,100,11.01,overcast clouds
569,Praia Da Vitoria,PT,38.7333,-27.0667,55.99,82,20,10.54,few clouds
570,Amapa,BR,1.0,-52.0,72.99,98,100,4.34,overcast clouds
571,Sosnogorsk,RU,63.6023,53.8817,-20.6,86,100,10.89,light snow
572,Takaka,NZ,-40.85,172.8,71.01,76,85,4.0,overcast clouds
573,Kieta,PG,-6.2167,155.6333,85.71,72,9,8.21,moderate rain
574,Aquiraz,BR,-3.9014,-38.3911,82.4,78,20,6.91,few clouds
575,Ust-Maya,RU,60.4167,134.5333,-26.64,83,100,3.06,overcast clouds
576,Bontang,ID,0.1333,117.5,80.76,81,85,5.1,overcast clouds
577,Guhagar,IN,17.4842,73.1929,72.23,35,100,6.06,overcast clouds
578,Deoranian,IN,28.6333,79.4833,49.98,69,0,3.18,clear sky
579,Zhigansk,RU,66.7697,123.3711,-30.78,78,0,4.21,clear sky
580,Tiruchchendur,IN,8.4833,78.1167,73.4,83,40,3.44,mist
581,Ifakara,TZ,-8.1333,36.6833,72.48,93,100,0.74,light rain
582,Kleive,NO,62.7954,7.6359,21.2,57,0,11.5,clear sky
583,Colares,PT,38.7992,-9.4469,55.99,94,55,15.01,broken clouds
584,Shingu,JP,33.7333,135.9833,53.6,54,40,16.11,scattered clouds
585,San Gavino Monreale,IT,39.5514,8.7917,51.8,76,75,6.91,broken clouds
586,Giyani,ZA,-23.3025,30.7187,73.15,67,94,3.58,overcast clouds
587,Boralday,KZ,43.3578,76.8594,35.6,87,90,4.47,mist
588,Verkhnevilyuysk,RU,63.4453,120.3167,-10.25,88,99,8.23,overcast clouds
589,Coachella,US,33.6803,-116.1739,73.0,17,1,4.61,clear sky
590,Hokitika,NZ,-42.7167,170.9667,66.31,68,100,7.27,overcast clouds
591,Zabid,YE,14.1951,43.3152,72.23,76,88,4.83,overcast clouds
592,Bilibino,RU,68.0546,166.4372,2.28,80,0,6.35,clear sky
593,Newcastle,AU,-32.9272,151.7765,75.99,73,75,16.11,broken clouds
594,Tiznit,MA,29.5833,-9.5,50.85,86,91,3.58,overcast clouds
595,Lerwick,GB,60.1545,-1.1494,32.61,86,96,5.14,overcast clouds
596,Nuristan,AF,35.3,70.8333,22.41,85,96,6.13,overcast clouds
597,Havelock,US,34.8791,-76.9013,42.8,81,1,9.22,clear sky
598,Yaan,NG,7.3833,8.5667,76.12,19,72,2.64,broken clouds
599,Ilinskoye-Khovanskoye,RU,56.9718,39.7684,-13.0,77,0,6.71,clear sky
600,Bonthe,SL,7.5264,-12.505,78.73,84,51,3.96,broken clouds
601,West Lafayette,US,40.4259,-86.9081,3.99,78,90,3.56,light snow
602,Camargo,MX,27.6667,-105.1667,65.97,23,14,3.04,few clouds
603,Locri,IT,38.2414,16.2623,54.0,87,90,16.11,moderate rain
604,Sampit,ID,-2.5333,112.95,79.75,88,100,1.43,overcast clouds
605,Laguna De Perlas,NI,12.3429,-83.6712,76.75,81,9,7.4,clear sky
606,Fare,PF,-16.7,-151.0167,81.97,75,2,11.34,clear sky
607,Klyuchi,RU,52.2667,79.1667,19.65,95,100,8.63,overcast clouds
608,Kang,BW,-23.6752,22.7876,65.32,94,78,5.95,broken clouds
609,Chapais,CA,49.7834,-74.8492,8.6,85,75,8.05,light snow
610,Launceston,AU,-41.45,147.1667,62.6,59,90,6.91,overcast clouds
611,Vanimo,PG,-2.6741,141.3028,85.78,64,100,2.33,overcast clouds
612,Pahrump,US,36.2083,-115.9839,64.99,18,0,1.36,clear sky
613,Menongue,AO,-14.6585,17.691,64.08,91,100,5.84,overcast clouds
614,Gimli,CA,50.6336,-96.9907,-22.0,63,0,2.3,clear sky
615,Goure,NE,13.9835,10.2704,63.52,24,15,8.97,few clouds
616,Perelyub,RU,51.8667,50.3667,-7.83,89,58,13.33,broken clouds
617,Sibolga,ID,1.7427,98.7792,78.04,74,100,3.47,overcast clouds
618,Nioki,CD,-2.7167,17.6833,73.0,91,70,2.51,broken clouds
619,Les Cayes,HT,18.2,-73.75,74.73,71,42,4.38,scattered clouds
620,Lusambo,CD,-4.9667,23.45,69.21,95,100,0.47,light rain
621,Paragould,US,36.0584,-90.4973,26.6,74,90,9.22,overcast clouds
622,Oriximina,BR,-1.7656,-55.8661,80.29,69,43,1.21,scattered clouds
623,Manokwari,ID,-0.8667,134.0833,83.19,71,85,1.79,overcast clouds
624,Mirnyy,RU,62.5353,113.9611,0.43,94,100,1.66,overcast clouds
625,Beidao,CN,34.5686,105.8933,39.58,61,0,0.72,clear sky
626,Phangnga,TH,8.4509,98.5298,78.8,83,20,6.91,few clouds
627,Ponoka,CA,52.6768,-113.5815,-18.4,76,100,3.44,overcast clouds
628,Sarlat-La-Caneda,FR,44.889,1.2166,41.0,97,100,2.33,overcast clouds
629,Port-Cartier,CA,50.0334,-66.8654,17.6,86,98,2.3,overcast clouds
630,Kochi,IN,9.9399,76.2602,68.0,88,100,5.99,mist
631,Ouadda,CF,8.0777,22.4007,62.22,29,38,6.51,scattered clouds
632,Lianzhou,CN,24.7811,112.3825,60.76,67,99,5.97,overcast clouds
633,Caravelas,BR,-17.7125,-39.2481,76.06,91,100,7.96,overcast clouds
634,Nokia,FI,61.4667,23.5,17.6,79,90,4.61,light snow
635,Zarubino,RU,42.63,131.0922,8.58,87,0,18.54,clear sky
636,Leiyang,CN,26.4024,112.8591,51.84,86,100,7.34,overcast clouds
637,Mbalmayo,CM,3.5167,11.5,71.6,100,75,3.44,broken clouds
638,Sunrise Manor,US,36.2111,-115.0731,66.2,17,1,6.91,clear sky
639,Vung Tau,VN,10.346,107.0843,77.04,77,10,14.29,clear sky
640,Hachinohe,JP,40.5,141.5,21.99,75,95,8.01,overcast clouds
641,Zalesovo,RU,53.9939,84.7431,11.35,95,9,7.92,clear sky
642,Koulikoro,ML,14.0,-7.75,67.57,24,18,8.86,few clouds
643,Vengurla,IN,15.8667,73.6333,75.2,46,48,10.36,haze
644,Buk,PL,52.3553,16.5196,16.0,67,40,18.41,scattered clouds
645,San Joaquin,US,37.9333,-121.3011,62.6,51,1,2.24,clear sky
646,Areosa,PT,41.7178,-8.8571,53.01,87,40,4.61,scattered clouds
647,Ambunti,PG,-4.2365,142.8448,76.37,95,100,1.99,overcast clouds
648,Bagli,IN,22.65,76.35,48.2,61,0,5.75,haze
649,Petrovsk,RU,52.3064,45.3917,-7.06,90,100,12.97,overcast clouds
650,Pangnirtung,CA,66.1451,-65.7125,26.55,77,0,9.8,clear sky
651,Prince Rupert,CA,54.3161,-130.3201,33.8,51,1,9.22,clear sky
652,Coahuayana,MX,18.7333,-103.6833,69.8,83,1,3.2,clear sky
653,Krasnoselkup,RU,65.7,82.4667,20.91,98,100,6.69,light snow
654,Sladkovo,RU,55.5284,70.3385,1.62,93,67,11.92,broken clouds
655,Obera,AR,-27.4871,-55.1199,65.97,87,0,3.09,clear sky
656,Kodino,RU,63.7198,39.6447,-15.54,89,96,3.65,overcast clouds
657,Seymchan,RU,62.8833,152.4333,-10.03,83,100,22.57,overcast clouds
658,Gravdal,NO,68.1214,13.5031,31.82,92,54,7.38,broken clouds
659,Puerto Triunfo,CO,5.8726,-74.6403,78.4,81,97,1.21,overcast clouds
660,Mayya,RU,61.7333,130.2811,-43.6,66,90,1.61,fog
661,Novozavidovskiy,RU,56.55,36.4333,-2.65,92,70,3.94,broken clouds
662,Onguday,RU,50.75,86.15,18.03,88,100,4.47,light snow
663,Naze,JP,28.3667,129.4833,66.2,59,20,10.36,few clouds
664,Barabai,ID,-2.5833,115.3833,81.88,79,81,1.99,broken clouds
665,Zelenoborskiy,RU,66.845,32.3622,12.99,93,0,7.74,clear sky
666,Tandalti,SD,13.0167,31.8667,64.11,30,57,11.56,broken clouds
667,Nyzy,UA,50.7828,34.7844,5.43,93,100,2.53,overcast clouds
668,Prabumulih,ID,-3.45,104.25,76.23,94,61,4.61,broken clouds
669,Nova Bystrice,CZ,49.0193,15.1032,28.0,98,100,0.96,light snow
670,Ust-Kuyga,RU,70.0167,135.6,-27.78,80,3,1.57,clear sky
671,Esso,RU,55.9333,158.7,20.53,92,100,19.13,snow
672,Marsh Harbour,BS,26.5412,-77.0636,75.33,88,68,10.4,broken clouds
673,Auki,SB,-8.7676,160.7034,84.36,74,0,7.87,clear sky
674,Kaabong,UG,3.4836,34.1492,67.98,51,100,5.14,overcast clouds
675,Christchurch,NZ,-43.5333,172.6333,84.2,24,13,6.91,few clouds
676,Ambilobe,MG,-13.2,49.05,73.13,93,73,2.46,broken clouds
677,Thung Song,TH,8.1645,99.6804,82.99,94,20,2.3,few clouds
678,Tubuala,PA,9.5167,-79.0333,78.8,73,20,3.44,few clouds
679,Ulaangom,MN,49.9811,92.0667,-7.19,90,100,1.5,overcast clouds
680,Kassala,SD,15.451,36.4,57.87,87,0,8.14,clear sky
681,Waw,SS,7.7029,27.9953,61.68,29,92,5.35,overcast clouds
682,Yermakovskoye,RU,53.2831,92.4003,21.63,93,100,6.8,overcast clouds
683,Benxi,CN,41.2886,123.765,15.8,57,0,4.47,clear sky
684,Elko,US,41.0002,-115.5012,46.4,21,1,16.11,clear sky
685,Aksu,CN,41.1231,80.2644,25.52,89,0,0.76,clear sky
686,Nhamunda,BR,-2.1861,-56.7131,76.42,91,100,2.13,light rain
687,Presidente Medici,BR,-11.1753,-61.9014,73.96,95,94,2.66,moderate rain
688,Aksarka,RU,66.5606,67.7975,-16.13,88,100,28.25,light snow
689,Zharkent,KZ,44.1628,80.0,33.96,83,100,0.85,overcast clouds
690,Semey,KZ,50.4111,80.2275,28.4,86,40,11.18,scattered clouds
691,Turkistan,KZ,43.0,68.0,47.32,73,100,7.9,overcast clouds
692,Poum,NC,-20.2333,164.0167,80.64,66,0,7.09,clear sky
693,Half Moon Bay,US,37.4636,-122.4286,64.4,76,1,11.5,clear sky
694,Carambei,BR,-24.9178,-50.0972,58.41,76,0,8.5,clear sky
